OBJECTID__,id,site_code,X,Y,lon,lat,Cclay_base_altitude,thickness_Cclay,gse
157,2260,363881N1198629W001,781390.6667,4031568.01,-119.862887,36.388095,-19.7538,13.92406,221.4032223
785,6857,364421N1199168W001,776362.966,4037404.504,-119.916787,36.442095,-19.74558,12.50782,212.3247443
592,5503,364352N1199154W001,776512.9989,4036642.825,-119.915387,36.435195,-19.68778,13.02823,209.4576511
76,1707,363863N1197571W001,790890.3318,4031682.134,-119.757087,36.386295,-19.59068,14.08394,242.0420353
583,5493,364424N1199232W001,775788.0771,4037419.454,-119.923187,36.442395,-19.45855,12.19882,210.1429857
526,5128,363561N1197907W001,787986.8952,4028229.922,-119.790687,36.356095,-19.3837,14.56477,233.2923631
427,3882,357481N1195803W001,809246.5022,3961404.475,-119.580287,35.748095,-19.35141,38.64959,219.4468902
755,6522,364313N1197916W001,787628.547,4036572.466,-119.791587,36.431295,-19.3075,12.45141,237.6653619
843,7218,364300N1198000W001,786880.0591,4036403.156,-119.799987,36.429995,-19.28765,12.40927,233.3317004
550,5295,364185N1198163W001,785460.4713,4035078.555,-119.816287,36.418495,-19.20314,12.36799,233.142035
260,2804,364180N1198168W001,785417.4582,4035021.587,-119.816787,36.417995,-19.19912,12.3691,233.1388854
800,6909,363700N1198300W001,784408.5841,4029655.896,-119.829987,36.369995,-18.99464,13.98961,227.8002698
74,1705,364002N1197624W001,790362.9966,4033208.711,-119.762387,36.400195,-18.87432,13.29518,242.3169041
67,1698,363728N1198296W001,784434.2758,4029967.798,-119.829587,36.372795,-18.68645,13.71234,227.1134587
552,5297,364255N1197804W001,788654.4207,4035962.307,-119.780387,36.425495,-18.50356,12.67661,238.2497452
428,3883,357030N1196174W002,806063.0063,3956283.129,-119.617387,35.702995,-18.48199,50.06247,227.5049942
722,6216,357030N1196174W001,806063.0063,3956283.129,-119.617387,35.702995,-18.48199,50.06247,227.5049942
525,5127,363725N1198007W001,787028.9505,4030020.091,-119.800687,36.372495,-18.33661,13.75191,232.8133933
72,1703,363800N1197974W001,787297.4841,4030862.213,-119.797387,36.379995,-18.28517,13.61133,232.7395744
73,1704,363981N1197799W001,788800.8087,4032923.106,-119.779887,36.398095,-18.254,12.99108,241.6203817
69,1700,363947N1197888W001,788014.9102,4032519.175,-119.788787,36.394695,-18.2536,12.86503,234.9841939
551,5296,364163N1198007W001,786867.7428,4034880.73,-119.800687,36.416295,-18.08591,12.61176,233.9579471
261,2805,364160N1198004W001,786895.7556,4034848.331,-119.800387,36.415995,-18.07306,12.61675,233.8134261
68,1699,363794N1198157W001,785657.5332,4030741.285,-119.815687,36.379395,-17.83558,13.21767,231.6693316
795,6898,364000N1198100W001,786093.4354,4033044.225,-119.809987,36.399995,-17.79566,12.98118,236.1931178
653,5739,357181N1195985W001,807715.61,3958017.981,-119.598487,35.718095,-11.22881,43.99241,222.5065688
208,2355,356956N1195138W001,815469.7152,3955790.345,-119.513788,35.695595,-3.494906,23.93702,224.0831108
567,5365,356975N1195156W001,815299.2761,3955995.407,-119.515587,35.697495,-3.444341,24.36544,223.6998103
654,5741,357236N1195804W001,809332.3427,3958685.322,-119.580387,35.723595,-2.34636,39.30358,222.5066344
781,6584,356266N1194567W001,820915.2622,3948318.201,-119.456688,35.626595,-2.04204,11.50669,256.7617208
332,3230,357183N1195417W001,812855.1851,3958220.038,-119.541687,35.718295,-1.760492,29.83742,220.8191016
211,2367,356600N1194907W001,817702.1928,3951914.193,-119.490688,35.659995,-1.204442,18.58895,235.667396
569,5370,356597N1194910W001,817676.2127,3951879.929,-119.490988,35.659695,-1.14856,18.64643,235.7133934
570,5371,356594N1194907W001,817704.5733,3951847.607,-119.490688,35.659395,-1.126151,18.58909,235.8902306
430,3885,357172N1195460W001,812470.3372,3958084.245,-119.545987,35.717195,-0.970595,30.81911,221.2520084
825,6974,357228N1195538W001,811742.5809,3958680.853,-119.553787,35.722795,-0.946442,32.57422,220.7036816
727,6244,356741N1195100W001,815898.5993,3953416.617,-119.509987,35.674095,-0.888116,23.14255,228.1813393
452,3924,356739N1195099W001,815908.4438,3953394.745,-119.509888,35.673895,-0.883291,23.1112,228.2484981
214,2374,356247N1194747W001,819291.9145,3948048.671,-119.474688,35.624695,-0.78925,15.6851,253.0343257
209,2357,356519N1195186W001,815207.2445,3950925.322,-119.518587,35.651895,-0.568895,25.97664,233.2322253
486,3961,356160N1194568W001,820948.6252,3947141.525,-119.456788,35.615995,-0.557001,12.22691,258.2934466
465,3937,356594N1195007W001,816798.8914,3951815.275,-119.500687,35.659395,-0.406454,21.13173,233.6118513
824,6973,357169N1195665W001,810616.2388,3957985.776,-119.566487,35.716895,-0.104083,36.18287,222.0801908
210,2366,356447N1194999W001,816929.5041,3950186.525,-119.499887,35.644695,-0.035113,21.27893,238.7964643
451,3923,356445N1195100W001,816015.3886,3950131.766,-119.509987,35.644495,-0.015913,23.98423,237.9169039
215,2375,356175N1194602W001,820634.5251,3947296.885,-119.460188,35.617495,0.048458,12.52373,257.0226132
207,2354,356817N1195266W001,814365.599,3954206.688,-119.526588,35.681695,0.095468,27.25473,226.222645
566,5364,356747N1195352W001,813614.3711,3953402.337,-119.535188,35.674695,1.036017,29.39457,227.4222514
765,6557,357172N1195802W001,809375.2202,3957975.727,-119.580187,35.717195,1.170571,39.50602,222.4734651
737,6257,356159N1194957W001,817423.9797,3947004.017,-119.495688,35.615895,1.954642,21.47538,251.8887548
723,6217,357149N1195806W001,809347.9231,3957719.227,-119.580587,35.714895,2.507591,39.69005,222.5641475
575,5381,356094N1194560W001,821047.5354,3946411.697,-119.455988,35.609395,3.641252,12.21104,260.8792078
306,3015,356019N1194399W001,822536.7694,3945632.108,-119.439887,35.601895,5.453856,<Null>,268.8065047
307,3016,356019N1194399W003,822536.7694,3945632.108,-119.439887,35.601895,5.453856,<Null>,268.8065047
308,3017,356019N1194399W004,822536.7694,3945632.108,-119.439887,35.601895,5.453856,<Null>,268.8065047
574,5380,356019N1194399W002,822536.7694,3945632.108,-119.439887,35.601895,5.453856,<Null>,268.8065047
826,6977,356956N1195623W001,811079.2141,3955635.367,-119.562287,35.695595,6.01684,35.76012,223.7879337
429,3884,357030N1195991W001,807719.4356,3956340.42,-119.599087,35.702995,6.75743,44.53614,227.4934456
305,3014,356011N1194560W001,821080.7484,3945490.595,-119.455988,35.601095,6.838232,11.9446,263.2344572
573,5379,356014N1194643W001,820327.2769,3945496.797,-119.464287,35.601395,7.57067,12.88527,262.2176921
213,2369,356256N1195182W001,815346.9472,3948007.987,-119.518187,35.625595,11.66722,27.04209,244.4380328
212,2368,356247N1195185W001,815323.3048,3947907.147,-119.518488,35.624695,12.96002,27.10294,244.6449225
276,2880,357006N1195802W001,809439.4725,3956133.581,-119.580187,35.700595,17.82105,40.02632,224.3738261
436,3903,355436N1196316W001,805384.0987,3938550.312,-119.631587,35.543595,60.40619,22.81376,246.1854738
725,6223,356739N1195811W001,809461.2693,3953167.779,-119.581087,35.673895,60.84331,41.03175,227.7960703
453,3925,355435N1196199W001,806445.6158,3938575.586,-119.619888,35.543495,62.10423,22.05086,245.0997126
455,3927,355431N1196193W001,806501.5575,3938533.067,-119.619287,35.543095,62.7062,22.01365,245.0086364
454,3926,355489N1196188W001,806524.7985,3939178.246,-119.618787,35.548895,62.89721,22.34479,244.9228753
769,6568,355356N1196271W001,805822.6401,3937676.535,-119.627088,35.535595,63.56821,22.16757,246.2676916
729,6248,355580N1196188W001,806490.1069,3940188.067,-119.618787,35.557995,65.14878,22.9874,242.6398044
456,3928,355578N1196182W002,806545.2772,3940167.743,-119.618188,35.557795,65.21429,22.94356,242.7253359
728,6247,355578N1196182W001,806545.2772,3940167.743,-119.618188,35.557795,65.21429,22.94356,242.7253359
302,3006,355377N1196197W001,806485.8531,3937932.588,-119.619687,35.537695,65.22617,21.78145,245.3876063
829,6984,355716N1195808W001,809883.4967,3941816.33,-119.580787,35.571595,66.49551,20.74511,241.7133608
301,3003,355586N1196113W001,807167.9099,3940278.042,-119.611288,35.558595,67.25113,22.49559,243.1290432
340,3269,355694N1195814W001,809837.5812,3941570.304,-119.581388,35.569395,67.37334,20.48981,241.9292072
473,3946,355719N1195968W001,808431.7077,3941799.321,-119.596788,35.571895,67.45477,21.81706,242.020349
304,3008,355694N1195782W001,810127.7176,3941580.39,-119.578187,35.569395,67.64103,20.08259,240.9795025
471,3944,355730N1195996W001,808173.6286,3941912.61,-119.599587,35.572995,68.96171,22.17624,240.1700864
472,3945,355730N1195996W002,808173.6286,3941912.61,-119.599587,35.572995,68.96171,22.17624,240.1700864
335,3263,355803N1195896W001,809052.1726,3942754.081,-119.589587,35.580295,69.0879,23.11613,240.3230064
300,3002,355681N1196093W001,807312.9403,3941338.502,-119.609287,35.568095,69.92996,23.40976,242.3654933
475,3948,355768N1195997W001,808149.9859,3942333.983,-119.599688,35.576795,70.36127,22.76231,241.0957426
466,3939,355211N1196316W001,805469.5044,3936053.518,-119.631587,35.521095,71.1623,21.90292,256.8646408
568,5369,355511N1196072W001,807568.3848,3939458.578,-119.607187,35.551095,71.45438,19.83938,252.2725803
467,3940,355288N1196206W001,806438.1153,3936942.161,-119.620587,35.528795,72.04749,21.49943,246.1480394
733,6253,355288N1196206W002,806438.1153,3936942.161,-119.620587,35.528795,72.04749,21.49943,246.1480394
476,3949,355650N1195802W003,809963.3542,3941085.813,-119.580187,35.564995,72.63356,20.0826,241.202698
571,5373,355650N1195802W001,809963.3542,3941085.813,-119.580187,35.564995,72.63356,20.0826,241.202698
775,6575,355217N1196254W001,806029.692,3936139.352,-119.625388,35.521695,73.37792,21.61335,247.357521
776,6576,355283N1196191W001,806576.0885,3936891.347,-119.619088,35.528295,73.53333,21.43865,245.844332
303,3007,355589N1196004W001,808155.1612,3940345.423,-119.600387,35.558895,73.70438,20.31714,242.6279605
474,3947,355589N1196004W002,808155.1612,3940345.423,-119.600387,35.558895,73.70438,20.31714,242.6279605
460,3932,355818N1195997W002,808130.8044,3942888.835,-119.599688,35.581795,74.38979,24.09797,240.404404
774,6574,355818N1195997W001,808130.8044,3942888.835,-119.599688,35.581795,74.38979,24.09797,240.404404
481,3955,355144N1196210W001,806456.6482,3935342.964,-119.620987,35.514395,78.51387,21.19417,247.4836693
770,6570,355865N1195985W001,808221.5488,3943414.158,-119.598488,35.586495,79.00356,25.53554,239.7504014
771,6571,355865N1195985W002,808221.5488,3943414.158,-119.598488,35.586495,79.00356,25.53554,239.7504014
772,6572,355865N1195985W003,808221.5488,3943414.158,-119.598488,35.586495,79.00356,25.53554,239.7504014
459,3931,355865N1196036W001,807759.2461,3943398.18,-119.603588,35.586495,79.82442,25.62769,239.77924
482,3956,355140N1196165W001,806866.4515,3935312.589,-119.616488,35.513995,80.98827,19.56973,246.7571273
738,6259,355140N1196164W001,806875.5244,3935312.901,-119.616388,35.513995,81.04082,19.49531,246.7406247
773,6573,355865N1195865W001,809309.323,3943451.849,-119.586488,35.586495,81.80962,24.3158,240.1786166
468,3941,355287N1196097W001,807427.263,3936965.048,-119.609688,35.528695,81.90758,19.25249,244.2909527
469,3942,355287N1196088W001,807508.9045,3936967.859,-119.608788,35.528695,82.83498,19.22508,244.1443648
777,6577,355708N1195638W001,811427.9084,3941781.257,-119.563788,35.570795,83.01551,19.04846,240.6266153
470,3943,355428N1196027W001,808008.2666,3938551.605,-119.602688,35.542795,83.27706,19.61013,243.0436429
342,3271,355864N1195833W001,809599.7824,3943450.826,-119.583287,35.586395,83.42198,23.96692,240.0676586
736,6256,355866N1195834W001,809589.9465,3943472.705,-119.583388,35.586595,83.76936,24.03889,240.0392137
724,6219,356741N1196234W001,805630.305,3953057.355,-119.623387,35.674095,83.96075,46.67313,230.9378683
431,3887,356739N1196231W001,805658.2331,3953036.096,-119.623087,35.673895,84.19726,46.79263,231.0059129
830,6985,355687N1195623W001,811572.0514,3941552.968,-119.562287,35.568695,85.07289,18.78823,240.6266153
461,3933,355939N1196002W001,808039.0558,3944230.011,-119.600188,35.593895,85.35792,27.93678,238.2005326
443,3915,356089N1196210W001,806096.5526,3945829.57,-119.620987,35.608895,87.12801,27.19535,237.3786165
434,3901,356158N1196237W001,805825.5701,3946586.854,-119.623687,35.615795,87.17778,28.4331,237.3785181
484,3958,355563N1195827W001,809770.2008,3940112.491,-119.582688,35.556295,87.48182,19.58979,249.8114253
778,6581,355139N1195996W001,808400.1613,3935354.285,-119.599587,35.513895,90.47488,18.61022,246.4994501
767,6566,356097N1196181W001,806356.3008,3945927.384,-119.618087,35.609695,90.6841,26.72212,237.9693318
726,6243,356101N1196181W001,806354.7734,3945971.772,-119.618087,35.610095,90.94476,26.70702,237.943085
831,6998,355137N1195985W001,808500.7304,3935335.537,-119.598488,35.513695,91.04034,18.5759,246.5049291
734,6254,355282N1196003W001,808281.8795,3936938.959,-119.600287,35.528195,91.33418,18.97263,247.096563
339,3268,355283N1196000W001,808308.7104,3936950.996,-119.599987,35.528295,91.61409,18.96381,247.2827179
478,3951,355861N1195704W001,810770.3084,3943458.239,-119.570387,35.586095,91.88814,22.03998,241.2202177
739,6260,355530N1195827W002,809782.9164,3939746.288,-119.582688,35.552995,91.91186,19.47594,252.6737286
780,6583,355530N1195827W001,809782.9164,3939746.288,-119.582688,35.552995,91.91186,19.47594,252.6737286
479,3952,355772N1195552W001,812182.7699,3942518.748,-119.555188,35.577195,92.02347,18.97801,240.6266153
485,3959,355572N1195627W001,811580.3652,3940275.528,-119.562687,35.557195,93.01139,18.42175,241.6023043
656,5757,356139N1196178W001,806367.4478,3946394.394,-119.617787,35.613895,93.74874,26.47293,237.4379997
341,3270,355861N1195675W001,811033.1906,3943467.411,-119.567487,35.586095,93.80135,21.53065,241.4870812
440,3912,356161N1196188W001,806268.4322,3946635.41,-119.618787,35.616095,93.95091,26.94206,237.3786165
735,6255,355865N1195682W001,810968.1872,3943509.585,-119.568187,35.586495,93.98863,21.7296,241.4319631
442,3914,356144N1196177W001,806374.5999,3946450.191,-119.617687,35.614395,94.18899,26.44531,237.4088331
446,3918,356146N1196176W001,806382.8975,3946472.697,-119.617587,35.614595,94.43637,26.41251,237.3954144
477,3950,355864N1195670W001,811077.3529,3943502.285,-119.566987,35.586395,94.53679,21.56438,242.8717597
444,3916,356165N1196185W001,806294.0889,3946680.734,-119.618487,35.616495,94.55913,26.85817,237.3895417
277,2881,356239N1196206W001,806075.5597,3947495.367,-119.620587,35.623895,95.38112,30.69493,237.3959065
447,3919,356014N1195999W001,808037.4641,3945063.231,-119.599887,35.601395,96.76836,29.34727,238.241379
833,7000,355423N1195825W001,809842.2784,3938559.531,-119.582487,35.542295,98.24121,19.19366,264.6108352
483,3957,355285N1195830W002,809850.0739,3937026.565,-119.582988,35.528495,100.1403,19.01136,259.5799624
779,6582,355285N1195830W001,809850.0739,3937026.565,-119.582988,35.528495,100.1403,19.01136,259.5799624
441,3913,356231N1196167W001,806431.9749,3947418.751,-119.616687,35.623095,101.2959,28.59359,237.3804538
445,3917,356231N1196167W002,806431.9749,3947418.751,-119.616687,35.623095,101.2959,28.59359,237.3804538
462,3934,356012N1195952W001,808464.1977,3945055.78,-119.595187,35.601195,101.3933,30.0327,237.8244499
828,6982,355944N1195814W001,809741.1496,3944344.581,-119.581388,35.594395,101.8025,26.65019,240.9912807
463,3935,355931N1195724W001,810561.9332,3944228.719,-119.572388,35.593095,104.2052,25.15952,245.0398044
464,3936,355937N1195727W001,810532.42,3944294.354,-119.572688,35.593695,105.2557,25.5363,245.6097848
731,6251,356013N1195920W001,808753.8327,3945076.926,-119.591988,35.601295,105.6982,30.32004,238.7480063
336,3264,355939N1195718W001,810613.2224,3944319.392,-119.571787,35.593895,106.1288,25.52841,247.1197586
432,3890,356535N1196231W001,805736.1138,3950772.297,-119.623087,35.653495,106.5218,30.62659,233.1454143
766,6560,356593N1196167W001,806293.588,3951435.883,-119.616687,35.659295,109.9485,41.05747,239.8134919
333,3253,356591N1196167W001,806294.353,3951413.689,-119.616687,35.659095,110.2318,40.85135,238.8737609
732,6252,355997N1195821W001,809657.2553,3944930.523,-119.582088,35.599695,113.7187,29.62384,242.1595878
565,5362,356575N1196132W001,806617.4555,3951247.065,-119.613187,35.657495,116.2428,42.20116,242.5258608
338,3266,356091N1195542W001,812149.366,3946061.938,-119.554187,35.609095,118.8758,29.99751,263.2539454
433,3891,356456N1196171W001,806309.7433,3949914.337,-119.617087,35.645595,119.8415,34.77188,236.9583081
337,3265,356014N1195663W001,811082.6745,3945169.077,-119.566288,35.601395,120.7313,28.367,268.1124102
334,3262,356086N1195814W001,809686.3501,3945920.374,-119.581388,35.608595,130.0266,33.84641,257.3427904
450,3922,356159N1195935W001,808561.7333,3946692.39,-119.593487,35.615895,131.4008,34.07484,248.2158872
435,3902,356445N1195813W001,809556.7811,3949904.571,-119.581288,35.644495,132.4613,43.50272,234.8136886
279,2883,356231N1195938W001,808506.8523,3947490.44,-119.593788,35.623095,133.3325,37.12296,250.2864909
448,3920,356305N1195991W001,807998.2124,3948294.99,-119.599087,35.630495,133.3441,38.88302,248.0973177
449,3921,356305N1195991W002,807998.2124,3948294.99,-119.599087,35.630495,133.3441,38.88302,248.0973177
280,2884,356375N1195718W001,810444.432,3949157.765,-119.571787,35.637495,134.5968,41.72959,241.3992203
768,6567,356231N1195896W001,808887.3992,3947503.641,-119.589587,35.623095,136.7058,39.41151,253.1881643
281,2885,356194N1195671W001,810940.3982,3947164.04,-119.567087,35.619395,138.2257,37.21485,254.4748769
278,2882,356308N1195900W001,808821.4979,3948356.862,-119.589988,35.630795,139.4054,43.69429,249.0420355
